FileName,SPDXID,LicenseConcluded,LicenseComment,LicenseInfoInFile,FileCopyrightText
percona-toolkit-3.x.zip/percona-toolkit-3.x/src/go/pt-pg-summary/models/databases.xo.go,SPDXRef-item9778,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.7/data.tar.gz/data.tar/data/performance_schema/file_summary_by_instance.frm,SPDXRef-item5327,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-table-sync/triggers.t,SPDXRef-item7153,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.6/sys/mysql-test/suite/sysschema/r/pr_diagnostics.result,SPDXRef-item6039,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/mariadb/10.4/data.tar.gz/data.tar/data/mysql/transaction_registry.frm,SPDXRef-item6278,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.7/sys/procedures/ps_setup_reset_to_default_57.sql,SPDXRef-item5385,NOASSERTION,,"GPL-2.0",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-table-checksum/samples/default-results-5.1.txt,SPDXRef-item7248,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.6/sys/mysql-test/suite/sysschema/t/v_statement_analysis.test,SPDXRef-item5936,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-diskstats/expected/all_diskstats-002.txt,SPDXRef-item8037,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/lib/samples/slowlogs/slow042.txt,SPDXRef-item8721,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.0/data.tar.gz/data.tar/data/mysql/tables_priv.MYI,SPDXRef-item6888,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-index-usage/basics.t,SPDXRef-item8158,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/lib/samples/generated_cols_comments.sql,SPDXRef-item8582,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/lib/CompareResults.t,SPDXRef-item8825,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/lib/bash/collect.sh,SPDXRef-item9855,NOASSERTION,,"GPL-2.0 AND Artistic-1.0",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.6/sys/views/p_s/x_host_summary_57.sql,SPDXRef-item6158,NOASSERTION,,"GPL-2.0",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-ioprofile/unit_tests.pl,SPDXRef-item7033,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/sakila.sql,SPDXRef-item6921,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-query-digest/slowlog_analyses.t,SPDXRef-item7766,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/lib/bash/report_system_info.sh,SPDXRef-item9864,NOASSERTION,,"GPL-2.0 AND Artistic-1.0",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/src/go/tests/expect/stats_single/insert_3.6.2,SPDXRef-item9579,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/util/NaturalDocs/Modules/NaturalDocs/Languages/ActionScript.pm,SPDXRef-item9055,NOASSERTION,,"LicenseRef-AGPL",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/src/go/tests/expect/stats_single/delete_all_3.0.15,SPDXRef-item9590,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.7/sys/procedures/ps_statement_avg_latency_histogram.sql,SPDXRef-item5364,NOASSERTION,,"GPL-2.0",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-query-digest/samples/slow002_orderbyreport.txt,SPDXRef-item7667,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/lib/samples/issue_9-2.sql,SPDXRef-item8772,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/sakila-db/sakila-data.sql,SPDXRef-item6932,NOASSERTION,,"LicenseRef-WebM AND BSD-3-Clause",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/lib/bash/mysql_options.sh,SPDXRef-item9863,NOASSERTION,,"GPL-2.0 AND Artistic-1.0",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.7/data.tar.gz/data.tar/data/performance_schema/socket_instances.frm,SPDXRef-item5313,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.6/data.tar.gz/data.tar/data/mysql/tables_priv.MYI,SPDXRef-item5752,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.7/sys/mysql-test/suite/sysschema/r/v_statements_with_errors_or_warnings.result,SPDXRef-item5519,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-mysql-summary/samples/temp006/mysql-databases,SPDXRef-item7479,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.7/sys/mysql-test/suite/sysschema/t/v_schema_object_overview.test,SPDXRef-item5401,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.6/sys/views/p_s/x_processlist_57.sql,SPDXRef-item6179,NOASSERTION,,"GPL-2.0",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/lib/TableSyncChunk.t,SPDXRef-item8949,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-variable-advisor/samples/vars001.txt,SPDXRef-item7099,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/slave_channels.sql,SPDXRef-item4967,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.6/sys/views/p_s/io_global_by_wait_by_bytes.sql,SPDXRef-item6105,NOASSERTION,,"GPL-2.0",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-online-schema-change/samples/issue-26211.sql,SPDXRef-item7848,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/mariadb/10.2/data.tar.gz/data.tar/data/mysql/proc.MYD,SPDXRef-item6435,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.7/sys/mysql-test/suite/sysschema/r/fn_format_path.result,SPDXRef-item5506,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.7/data.tar.gz/data.tar/data/sys/x@0024io_global_by_file_by_latency.frm,SPDXRef-item5095,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/bin/pt-upgrade,SPDXRef-item6950,NOASSERTION,,"GPL-2.0 AND Artistic-1.0",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/src/go/tests/doc/profiles/count_with_query_3.6.2,SPDXRef-item9369,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/lib/samples/slowlogs/slow039.txt.gz/slow039.txt,SPDXRef-item8738,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/mariadb/10.4/data.tar.gz/data.tar/data/mysql/roles_mapping.frm,SPDXRef-item6242,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/util/NaturalDocs/Modules/NaturalDocs/Languages/Prototype/Parameter.pm,SPDXRef-item9063,NOASSERTION,,"LicenseRef-AGPL",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.6/data.tar.gz/data.tar/data/performance_schema/events_waits_history.frm,SPDXRef-item5840,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-query-digest/samples/slow013_report_outliers.txt,SPDXRef-item7678,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/lib/SqlModes.pm,SPDXRef-item9811,NOASSERTION,,"GPL-2.0 AND Artistic-1.0",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/prove2junit.pl,SPDXRef-item6925,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/src/go/tests/expect/stats_single/findandmodify_3.2.19,SPDXRef-item9578,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/lib/samples/slowlogs/slow054.txt,SPDXRef-item8747,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.5/data.tar.gz/data.tar/data/ibdata1,SPDXRef-item6767,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/lib/RowChecksum.t,SPDXRef-item8956,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/mariadb/10.4/data.tar.gz/data.tar/data/mysql/time_zone_transition_type.frm,SPDXRef-item6250,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.5/my.sandbox.cnf,SPDXRef-item6861,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-table-sync/float_precision.t,SPDXRef-item7192,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/lib/samples/daycol.sql,SPDXRef-item8817,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.7/sys/functions/list_drop.sql,SPDXRef-item5698,NOASSERTION,,"GPL-2.0",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/mariadb/10.4/data.tar.gz/data.tar/data/aria_log_control,SPDXRef-item6234,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/lib/TableChecksum.pm,SPDXRef-item9842,NOASSERTION,,"Artistic-1.0 AND GPL-2.0",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/mariadb/10.4/data.tar.gz/data.tar/data/mysql/help_topic.MAD,SPDXRef-item6313,NOASSERTION,,"LicenseRef-LGPL",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-online-schema-change/rename_self_ref_fk_constraints_pt_1802.t,SPDXRef-item7885,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.7/sys/mysql-test/suite/sysschema/r/pr_table_exists.result,SPDXRef-item5483,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/docs/percona-toolkit.pod,SPDXRef-item9123,NOASSERTION,,"GPL-2.0 AND Artistic-1.0",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.0/data.tar.gz/data.tar/data/mysql/time_zone_leap_second.MYI,SPDXRef-item6873,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-summary/samples/Linux/001/proc_cpuinfo_copy.unq,SPDXRef-item8265,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.7/sys/mysql-test/suite/sysschema/r/v_waits_global_by_latency.result,SPDXRef-item5497,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-table-checksum/samples/default-results-5.6.txt,SPDXRef-item7217,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-table-checksum/samples/pt-204.sql,SPDXRef-item7240,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.7/data.tar.gz/data.tar/data/sys/x@0024ps_digest_avg_latency_distribution.frm,SPDXRef-item5172,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-mysql-summary/samples/temp003/mysql-slave,SPDXRef-item7506,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/lib/samples/QueryReportFormatter/report014.txt,SPDXRef-item8480,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/src/go/tests/expect/fingerprints/eval_3.2.19,SPDXRef-item9546,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.7/sys/mysql-test/suite/sysschema/r/pr_ps_setup_reset_to_default.result,SPDXRef-item5511,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.7/sys/mysql-test/suite/sysschema/t/v_memory_by_host_by_current_bytes.test,SPDXRef-item5442,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.7/sys/mysql-test/suite/sysschema/t/v_waits_global_by_latency.test,SPDXRef-item5432,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.1/data.tar.gz/data.tar/data/mysql/help_category.frm,SPDXRef-item5012,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.7/data.tar.gz/data.tar/data/mysql/help_keyword.ibd,SPDXRef-item5251,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/lib/samples/QueryReportFormatter/report013.txt,SPDXRef-item8460,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/mariadb/10.0/data.tar.gz/data.tar/data/mysql/time_zone.MYI,SPDXRef-item6655,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/mariadb/10.3/data.tar.gz/data.tar/data/mysql/slow_log.CSV,SPDXRef-item6586,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/src/go/tests/expect/fingerprints/explain_3.6.2,SPDXRef-item9565,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/mariadb/10.1/data.tar.gz/data.tar/data/mysql/db.MYI,SPDXRef-item6406,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/util/wait-to-exec,SPDXRef-item8963,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.6/sys/views/p_s/x_user_summary_by_file_io.sql,SPDXRef-item6097,NOASSERTION,,"GPL-2.0",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/mariadb/10.4/data.tar.gz/data.tar/data/mysql/help_keyword.frm,SPDXRef-item6269,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/src/go/tests/doc/out/delete_2.6.12,SPDXRef-item9299,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-query-digest/samples/json/slow002-anon.txt,SPDXRef-item7681,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/lib/bash/summary_common.sh,SPDXRef-item8914,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-deadlock-logger/samples/bug_1082104.txt,SPDXRef-item7075,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.6/sys/views/p_s/metrics_56.sql,SPDXRef-item6165,NOASSERTION,,"GPL-2.0",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.6/sys/functions/extract_table_from_file_name.sql,SPDXRef-item6206,NOASSERTION,,"GPL-2.0",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/mariadb/10.3/data.tar.gz/data.tar/data/mysql/event.MYI,SPDXRef-item6555,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-mysql-summary/samples/temp003/mysql-variables,SPDXRef-item7500,NOASSERTION,,"LicenseRef-GPL",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/src/go/mongolib/proto/memory.go,SPDXRef-item9192,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-archiver/samples/tables7-9.sql,SPDXRef-item8092,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/lib/samples/tcpdump/tcpdump037.txt,SPDXRef-item8446,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.6/sys/functions/format_statement.sql,SPDXRef-item6214,NOASSERTION,,"GPL-2.0",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/lib/samples/outfile001.txt,SPDXRef-item8393,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/lib/samples/tcpdump/tcpdump035.txt,SPDXRef-item8441,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.6/sys/views/i_s/x_schema_flattened_keys.sql,SPDXRef-item6074,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-deadlock-logger/check_schema_exists.t,SPDXRef-item7081,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.7/sys/mysql-test/suite/sysschema/r/v_statements_with_sorting.result,SPDXRef-item5499,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/mariadb/10.1/data.tar.gz/data.tar/data/mysql/proxies_priv.MYD,SPDXRef-item6400,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/lib/WeightedAvgRate.t,SPDXRef-item8941,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/src/go/pt-pg-summary/.gitignore,SPDXRef-item9790,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.7/sys/views/p_s/x_host_summary_by_statement_type.sql,SPDXRef-item5674,NOASSERTION,,"GPL-2.0",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/lib/samples/CopyRowsNormalized/tbls003.sql,SPDXRef-item8756,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-upgrade/samples/005/error_on_host1.log,SPDXRef-item7381,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/src/go/tests/doc/out/findandmodify_3.4.12,SPDXRef-item9261,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/lib/TableChunker.pm,SPDXRef-item9921,NOASSERTION,,"GPL-2.0 AND Artistic-1.0",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-mysql-summary/samples/temp002/mysql-status,SPDXRef-item7549,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-upgrade/samples/007/tables.sql,SPDXRef-item7392,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/src/go/tests/doc/out/find_empty_3.2.19,SPDXRef-item9310,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/mariadb/10.0/data.tar.gz/data.tar/data/mysql/event.frm,SPDXRef-item6659,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-deadlock-logger/samples/pt-deadlock-logger-test.conf,SPDXRef-item7076,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.6/data.tar.gz/data.tar/data/mysql/help_category.MYD,SPDXRef-item5763,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.7/sys/views/p_s/x_statements_with_errors_or_warnings.sql,SPDXRef-item5666,NOASSERTION,,"GPL-2.0",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/lib/samples/tables/sakila.actor,SPDXRef-item8808,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.6/sys/views/p_s/x_user_summary_by_statement_latency.sql,SPDXRef-item6113,NOASSERTION,,"GPL-2.0",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.7/sys/mysql-test/suite/sysschema/r/fn_ps_thread_account.result,SPDXRef-item5495,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/lib/bash/report_system_info.sh,SPDXRef-item8912,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/src/go/pt-mongodb-summary/oplog/oplog.go,SPDXRef-item9720,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/lib/ReplicaLagWaiter.pm,SPDXRef-item9881,NOASSERTION,,"Artistic-1.0 AND GPL-2.0",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/src/go/pt-pg-summary/models/clusterinfo.xo.go,SPDXRef-item9779,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/src/go/tests/doc/profiles/distinct_3.6.2,SPDXRef-item9432,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.1/data.tar.gz/data.tar/data/mysql/servers.frm,SPDXRef-item5021,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/lib/samples/QueryReportFormatter/report016.txt,SPDXRef-item8469,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-table-checksum/samples/where01.sql,SPDXRef-item7239,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-summary/samples/Linux/005/partitioning,SPDXRef-item8242,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/lib/samples/QueryReportFormatter/report025.txt,SPDXRef-item8475,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/src/go/tests/expect/fingerprints/mapreduce_2.6.12,SPDXRef-item9530,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/pt-archiver/samples/bulk_regular_insert.pm,SPDXRef-item8079,NOASSERTION,,"Artistic-1.0 AND GPL-2.0",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/src/go/tests/lib/sample-config2.conf,SPDXRef-item9676,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/util/NaturalDocs/Info/Symbol Management.txt,SPDXRef-item8976,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/src/go/tests/expect/fingerprints/aggregate_3.0.15,SPDXRef-item9501,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/lib/samples/slowlogs/slow001-rewritten.txt,SPDXRef-item8727,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/mariadb/10.0/data.tar.gz/data.tar/data/mysql/func.frm,SPDXRef-item6633,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.6/sys/mysql-test/suite/sysschema/r/pr_statement_performance_analyzer.result,SPDXRef-item6046,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/t/lib/TextResultSetParser.t,SPDXRef-item8884,NOASSERTION,,"NOASSERTION",NOASSERTION                                    
percona-toolkit-3.x.zip/percona-toolkit-3.x/sandbox/servers/5.6/sys/procedures/ps_setup_show_enabled.sql,SPDXRef-item5884,NOASSERTION,,"GPL-2.0",NOASSERTION                                    
